data,forn,area,eta,m,f,d1,d2,dpi,db1,db2,db3,N1,N2,ISTAT,reg
2020-12-27,Pfizer/BioNTech,VEN,20-29,21.0,52.0,65.0,0.0,8.0,0.0,0.0,0.0,ITH,ITH3,5.0,Veneto
2020-12-27,Pfizer/BioNTech,VEN,30-39,62.0,56.0,113.0,0.0,5.0,0.0,0.0,0.0,ITH,ITH3,5.0,Veneto
2020-12-27,Pfizer/BioNTech,VEN,40-49,51.0,104.0,153.0,0.0,2.0,0.0,0.0,0.0,ITH,ITH3,5.0,Veneto
2020-12-27,Pfizer/BioNTech,VEN,50-59,121.0,217.0,336.0,0.0,2.0,0.0,0.0,0.0,ITH,ITH3,5.0,Veneto
2020-12-27,Pfizer/BioNTech,VEN,60-69,132.0,51.0,181.0,0.0,2.0,0.0,0.0,0.0,ITH,ITH3,5.0,Veneto
2020-12-27,Pfizer/BioNTech,VEN,70-79,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH3,5.0,Veneto
2020-12-28,Moderna,FVG,30-39,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH4,6.0,Friuli-Venezia Giulia
2020-12-28,Moderna,LAZ,20-29,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2020-12-28,Moderna,LAZ,30-39,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2020-12-28,Pfizer/BioNTech,CAL,20-29,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ITF,ITF6,18.0,Calabria
2020-12-28,Pfizer/BioNTech,CAL,30-39,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,ITF,ITF6,18.0,Calabria
2020-12-28,Pfizer/BioNTech,CAL,40-49,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,ITF,ITF6,18.0,Calabria
2020-12-28,Pfizer/BioNTech,CAL,50-59,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,ITF,ITF6,18.0,Calabria
2020-12-28,Pfizer/BioNTech,CAL,60-69,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,ITF,ITF6,18.0,Calabria
2020-12-28,Pfizer/BioNTech,EMR,40-49,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2020-12-28,Pfizer/BioNTech,LAZ,20-29,58.0,67.0,125.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2020-12-28,Pfizer/BioNTech,LAZ,30-39,86.0,89.0,175.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2020-12-28,Pfizer/BioNTech,LAZ,40-49,63.0,175.0,238.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2020-12-28,Pfizer/BioNTech,LAZ,50-59,110.0,173.0,283.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2020-12-28,Pfizer/BioNTech,LAZ,60-69,97.0,47.0,144.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2020-12-28,Pfizer/BioNTech,LIG,20-29,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC3,7.0,Liguria
2020-12-28,Pfizer/BioNTech,LIG,30-39,4.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC3,7.0,Liguria
2020-12-28,Pfizer/BioNTech,LIG,40-49,9.0,14.0,23.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC3,7.0,Liguria
2020-12-28,Pfizer/BioNTech,LIG,50-59,10.0,19.0,29.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC3,7.0,Liguria
2020-12-28,Pfizer/BioNTech,LIG,60-69,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC3,7.0,Liguria
2020-12-28,Pfizer/BioNTech,LIG,80-89,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC3,7.0,Liguria
2020-12-28,Pfizer/BioNTech,LOM,20-29,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC4,3.0,Lombardia
2020-12-28,Pfizer/BioNTech,LOM,30-39,9.0,11.0,20.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC4,3.0,Lombardia
2020-12-28,Pfizer/BioNTech,LOM,40-49,9.0,20.0,29.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC4,3.0,Lombardia
2020-12-28,Pfizer/BioNTech,LOM,50-59,18.0,20.0,38.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC4,3.0,Lombardia
2020-12-28,Pfizer/BioNTech,LOM,60-69,8.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC4,3.0,Lombardia
2020-12-28,Pfizer/BioNTech,SAR,20-29,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG2,20.0,Sardegna
2020-12-28,Pfizer/BioNTech,SAR,30-39,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG2,20.0,Sardegna
2020-12-28,Pfizer/BioNTech,SAR,40-49,8.0,12.0,19.0,0.0,1.0,0.0,0.0,0.0,ITG,ITG2,20.0,Sardegna
2020-12-28,Pfizer/BioNTech,SAR,50-59,9.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG2,20.0,Sardegna
2020-12-28,Pfizer/BioNTech,SAR,60-69,6.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG2,20.0,Sardegna
2020-12-28,Pfizer/BioNTech,SIC,20-29,17.0,17.0,34.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2020-12-28,Pfizer/BioNTech,SIC,30-39,36.0,24.0,60.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2020-12-28,Pfizer/BioNTech,SIC,40-49,29.0,29.0,58.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2020-12-28,Pfizer/BioNTech,SIC,50-59,37.0,16.0,53.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2020-12-28,Pfizer/BioNTech,SIC,60-69,46.0,18.0,64.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2020-12-28,Pfizer/BioNTech,SIC,80-89,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2020-12-28,Pfizer/BioNTech,TOS,20-29,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI1,9.0,Toscana
2020-12-29,Moderna,FVG,30-39,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH4,6.0,Friuli-Venezia Giulia
2020-12-29,Moderna,LAZ,20-29,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2020-12-29,Moderna,LAZ,40-49,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2020-12-29,Moderna,LAZ,50-59,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2020-12-29,Pfizer/BioNTech,LAZ,20-29,9.0,41.0,50.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2020-12-29,Pfizer/BioNTech,LAZ,30-39,31.0,49.0,80.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2020-12-29,Pfizer/BioNTech,LAZ,40-49,26.0,76.0,102.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2020-12-29,Pfizer/BioNTech,LAZ,50-59,60.0,121.0,181.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2020-12-29,Pfizer/BioNTech,LAZ,60-69,58.0,30.0,88.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2020-12-29,Pfizer/BioNTech,LAZ,70-79,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2020-12-29,Pfizer/BioNTech,LIG,20-29,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC3,7.0,Liguria
2020-12-29,Pfizer/BioNTech,LIG,30-39,9.0,19.0,28.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC3,7.0,Liguria
2020-12-29,Pfizer/BioNTech,LIG,40-49,5.0,18.0,23.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC3,7.0,Liguria
2020-12-29,Pfizer/BioNTech,LIG,50-59,8.0,29.0,37.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC3,7.0,Liguria
2020-12-29,Pfizer/BioNTech,LIG,60-69,6.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC3,7.0,Liguria
2020-12-29,Pfizer/BioNTech,LIG,70-79,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC3,7.0,Liguria
2020-12-29,Pfizer/BioNTech,LIG,80-89,1.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC3,7.0,Liguria
2020-12-29,Pfizer/BioNTech,LIG,90+,1.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC3,7.0,Liguria
2020-12-29,Pfizer/BioNTech,LOM,20-29,2.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC4,3.0,Lombardia
2020-12-29,Pfizer/BioNTech,LOM,30-39,16.0,15.0,31.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC4,3.0,Lombardia
2020-12-29,Pfizer/BioNTech,LOM,40-49,10.0,18.0,28.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC4,3.0,Lombardia
2020-12-29,Pfizer/BioNTech,LOM,50-59,9.0,16.0,25.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC4,3.0,Lombardia
2020-12-29,Pfizer/BioNTech,LOM,60-69,8.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC4,3.0,Lombardia
2020-12-29,Pfizer/BioNTech,PUG,20-29,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ITF,ITF4,16.0,Puglia
2020-12-29,Pfizer/BioNTech,SAR,20-29,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG2,20.0,Sardegna
2020-12-29,Pfizer/BioNTech,SAR,30-39,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG2,20.0,Sardegna
2020-12-29,Pfizer/BioNTech,SAR,40-49,7.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG2,20.0,Sardegna
2020-12-29,Pfizer/BioNTech,SAR,50-59,10.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG2,20.0,Sardegna
2020-12-29,Pfizer/BioNTech,SAR,60-69,12.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG2,20.0,Sardegna
2020-12-29,Pfizer/BioNTech,SIC,20-29,12.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2020-12-29,Pfizer/BioNTech,SIC,30-39,34.0,35.0,68.0,0.0,1.0,0.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2020-12-29,Pfizer/BioNTech,SIC,40-49,44.0,28.0,72.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2020-12-29,Pfizer/BioNTech,SIC,50-59,40.0,26.0,66.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2020-12-29,Pfizer/BioNTech,SIC,60-69,55.0,17.0,72.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2020-12-29,Pfizer/BioNTech,TOS,40-49,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI1,9.0,Toscana
2020-12-30,Moderna,FVG,12-19,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH4,6.0,Friuli-Venezia Giulia
2020-12-30,Moderna,FVG,20-29,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH4,6.0,Friuli-Venezia Giulia
2020-12-30,Moderna,FVG,30-39,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH4,6.0,Friuli-Venezia Giulia
2020-12-30,Moderna,FVG,50-59,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH4,6.0,Friuli-Venezia Giulia
2020-12-30,Moderna,LAZ,20-29,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2020-12-30,Moderna,LAZ,30-39,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2020-12-30,Moderna,LAZ,40-49,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2020-12-30,Moderna,LAZ,50-59,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2020-12-30,Pfizer/BioNTech,EMR,50-59,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2020-12-30,Pfizer/BioNTech,EMR,90+,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2020-12-30,Pfizer/BioNTech,FVG,20-29,18.0,33.0,51.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH4,6.0,Friuli-Venezia Giulia
2020-12-30,Pfizer/BioNTech,FVG,30-39,55.0,82.0,137.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH4,6.0,Friuli-Venezia Giulia
2020-12-30,Pfizer/BioNTech,FVG,40-49,46.0,119.0,165.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH4,6.0,Friuli-Venezia Giulia
2020-12-30,Pfizer/BioNTech,FVG,50-59,60.0,110.0,170.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH4,6.0,Friuli-Venezia Giulia
2020-12-30,Pfizer/BioNTech,FVG,60-69,54.0,40.0,94.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH4,6.0,Friuli-Venezia Giulia
2020-12-30,Pfizer/BioNTech,FVG,70-79,13.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH4,6.0,Friuli-Venezia Giulia
2020-12-30,Pfizer/BioNTech,FVG,80-89,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH4,6.0,Friuli-Venezia Giulia
2020-12-30,Pfizer/BioNTech,LAZ,20-29,58.0,90.0,148.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2020-12-30,Pfizer/BioNTech,LAZ,30-39,122.0,211.0,333.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2020-12-30,Pfizer/BioNTech,LAZ,40-49,148.0,300.0,448.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2020-12-30,Pfizer/BioNTech,LAZ,50-59,158.0,284.0,442.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2020-12-30,Pfizer/BioNTech,LAZ,60-69,131.0,86.0,217.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2020-12-30,Pfizer/BioNTech,LAZ,70-79,17.0,16.0,33.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2020-12-30,Pfizer/BioNTech,LAZ,80-89,6.0,23.0,29.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2020-12-30,Pfizer/BioNTech,LAZ,90+,1.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2020-12-30,Pfizer/BioNTech,LIG,20-29,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC3,7.0,Liguria
2020-12-30,Pfizer/BioNTech,LIG,30-39,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC3,7.0,Liguria
2020-12-30,Pfizer/BioNTech,LIG,40-49,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC3,7.0,Liguria
2020-12-30,Pfizer/BioNTech,LIG,50-59,4.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC3,7.0,Liguria
2020-12-30,Pfizer/BioNTech,LIG,60-69,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC3,7.0,Liguria
2020-12-30,Pfizer/BioNTech,LOM,20-29,3.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC4,3.0,Lombardia
2020-12-30,Pfizer/BioNTech,LOM,30-39,11.0,25.0,36.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC4,3.0,Lombardia
2020-12-30,Pfizer/BioNTech,LOM,40-49,10.0,16.0,26.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC4,3.0,Lombardia
2020-12-30,Pfizer/BioNTech,LOM,50-59,13.0,21.0,34.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC4,3.0,Lombardia
2020-12-30,Pfizer/BioNTech,LOM,60-69,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC4,3.0,Lombardia
2020-12-30,Pfizer/BioNTech,LOM,70-79,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC4,3.0,Lombardia
2020-12-30,Pfizer/BioNTech,MAR,20-29,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI3,11.0,Marche
2020-12-30,Pfizer/BioNTech,MAR,30-39,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI3,11.0,Marche
2020-12-30,Pfizer/BioNTech,MAR,40-49,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI3,11.0,Marche
2020-12-30,Pfizer/BioNTech,MAR,50-59,2.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI3,11.0,Marche
2020-12-30,Pfizer/BioNTech,MAR,60-69,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI3,11.0,Marche
2020-12-30,Pfizer/BioNTech,PAB,20-29,22.0,33.0,54.0,0.0,1.0,0.0,0.0,0.0,ITH,ITH1,4.0,Provincia Autonoma Bolzano / Bozen
2020-12-30,Pfizer/BioNTech,PAB,30-39,36.0,31.0,66.0,0.0,1.0,0.0,0.0,0.0,ITH,ITH1,4.0,Provincia Autonoma Bolzano / Bozen
2020-12-30,Pfizer/BioNTech,PAB,40-49,55.0,88.0,143.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH1,4.0,Provincia Autonoma Bolzano / Bozen
2020-12-30,Pfizer/BioNTech,PAB,50-59,54.0,50.0,104.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH1,4.0,Provincia Autonoma Bolzano / Bozen
2020-12-30,Pfizer/BioNTech,PAB,60-69,29.0,12.0,41.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH1,4.0,Provincia Autonoma Bolzano / Bozen
2020-12-30,Pfizer/BioNTech,PAB,70-79,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH1,4.0,Provincia Autonoma Bolzano / Bozen
2020-12-30,Pfizer/BioNTech,PAT,40-49,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH2,4.0,Provincia Autonoma Trento
2020-12-30,Pfizer/BioNTech,PAT,50-59,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH2,4.0,Provincia Autonoma Trento
2020-12-30,Pfizer/BioNTech,PAT,60-69,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH2,4.0,Provincia Autonoma Trento
2020-12-30,Pfizer/BioNTech,PAT,70-79,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH2,4.0,Provincia Autonoma Trento
2020-12-30,Pfizer/BioNTech,PAT,80-89,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH2,4.0,Provincia Autonoma Trento
2020-12-30,Pfizer/BioNTech,PAT,90+,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH2,4.0,Provincia Autonoma Trento
2020-12-30,Pfizer/BioNTech,PIE,20-29,49.0,85.0,134.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC1,1.0,Piemonte
2020-12-30,Pfizer/BioNTech,PIE,30-39,65.0,44.0,109.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC1,1.0,Piemonte
2020-12-30,Pfizer/BioNTech,PIE,40-49,79.0,108.0,187.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC1,1.0,Piemonte
2020-12-30,Pfizer/BioNTech,PIE,50-59,80.0,145.0,225.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC1,1.0,Piemonte
2020-12-30,Pfizer/BioNTech,PIE,60-69,57.0,47.0,104.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC1,1.0,Piemonte
2020-12-30,Pfizer/BioNTech,PUG,40-49,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,ITF,ITF4,16.0,Puglia
2020-12-30,Pfizer/BioNTech,SIC,20-29,15.0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2020-12-30,Pfizer/BioNTech,SIC,30-39,32.0,31.0,63.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2020-12-30,Pfizer/BioNTech,SIC,40-49,29.0,21.0,50.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2020-12-30,Pfizer/BioNTech,SIC,50-59,41.0,14.0,55.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2020-12-30,Pfizer/BioNTech,SIC,60-69,24.0,14.0,38.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2020-12-30,Pfizer/BioNTech,TOS,12-19,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI1,9.0,Toscana
2020-12-30,Pfizer/BioNTech,TOS,20-29,9.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI1,9.0,Toscana
